0,1.7286644224175394,0.4289709358457902
10,1.1635965813954139,0.5497553017944535
20,1.0809957067943428,0.5867097246729034
30,1.0445841317085625,0.6031228151945933
40,1.0277814800477931,0.6080833638512502
50,1.0163544740422104,0.6127775743249991
60,1.0074859594947783,0.6167393547957519
70,1.0003195443375723,0.6203349202650065
80,0.9945326141825046,0.6230648866398109
90,0.9900075558761035,0.6256949761960249
test,1.8638139840384775,0.4114420062695925
test,1.8492122060534628,0.4101358411703239
